Monday,"FSC
TimeTable for Fall-2023",Unnamed: 2,Unnamed: 3,BS CS (2023),Unnamed: 5,Unnamed: 6,BS DS (2023),Unnamed: 8,Unnamed: 9,BS AI (2023),Unnamed: 11,Unnamed: 12,BS CY (2023),Unnamed: 14,Unnamed: 15,BS SE (2023),Unnamed: 17,Unnamed: 18,"BS Electives (19 Batch, CS/AI/SE)",Unnamed: 20,Unnamed: 21,MS (CS),Tuesday,"BS Electives (19 Batch, CS/AI/DS/CY)",Wednesday,Thursday
,SDA (CS-G),,,Comp Net (CS-G),,,Automata (CS-G),,,SDA (CS-F),,,,,,,,,,,,,,,,A-301
,COAL (CS-H),,,LA (CS-H),,,Automata (CS-B),,,DB (CY-T),,,"DB (CS-A, 21)",,,"DB (CS-B,21)",,,,,,,,,,A-302
,Automata (CS-F),,,Automata (CS-H),,,DevOps (A),,,DevOps (B),,,PPIT (CS-D),,,Info Sec (CS-D),,,,,,,,,,A-303
,TBW (CS-E),,,Stat & Modeling (CS-A),,,TBW (CS-A/Y),,,TBW (AI-K),,,Info Sec (CS-E),,,PPIT (CS-E),,,,,,,,,,A-305
,Stat & Modeling (CS-D),,,TBW (CS-C),,,NLP (SE),,,PDC,,,"DB (SE, 21)",,,"Diff Eq (B, 22)",,,,,,,,,,A-310
,Data St (AI-A),,,Prog for AI (AI-A),,,DLD (AI-B),,,Prog for AI (AI-B),,,"Diff Eq (C, 22)",,,"Diff Eq (A, 22)",,,,,,,,,,A-311
,TBW (SE-P),,,Data St (AI-B),,,SDA (CS-Z),,,Automata (CS-Z),,,Takhleeq,,,,,,,,,,,,,A-314
,S/w Qual Engg (SE-Q),,,Discrete (CS-D),,,TBW (AI-J),,,SDA (CS-H),,,,,,,,,,,,,,,,A-315
,TBW (DS-U),,,Numerical (A-20),,,TBW (CS-D),,,Stat & Modeling (CS-Y/C),,,Reserved by Dr. Ahmed Raza,,,Reserved by Dr. Ahmed Raza,,,,,,,,,,A-316
,Sec S/w Design (CY-M),,,,,,Blockchain & Crypto,,,Reserved,,,Reserved,,,Reserved,,,,,,,,,,C-110
,LA (CS-F),,,COAL (CS-F),,,S/w Qual Engg (SE-P),,,Web Engg (SE-P),,,S/w Re-Engg (SE-P),,,Fund of SPM (SE-P),,,,,,,,,,Seminar A
,Blockchain & Crypto (SE),,,Fund of SPM (SE-R),,,Stat & Modeling (CS-E),,,,,,,,,,,,,,,,,,,B-129
,08:30-11:15,,,,,,11:25-02:10,,,,,,02:25-05:10,,,,,,,,,,,05:20 - 08:05 (inc. 10 min. break)  ,,Lab
,IICT (CS-B),,,,,,IICT (AI-B) ,,,,,,PF Lab (CS-B) ,,,,,,,,,,,,,C-Margala 1
,PF Lab (CS-C),,,,,,,,,,,,,,,,,,,,,,,,,C-Margala 3
,Data St Lab (CY-B),,,,,,COAL Lab (CS-D),,,,,,"OOP Lab (CS-B, 22)",,,,,,,,,,,,,C-Margala 4
,COAL Lab (CS-E),,,,,,COAL Lab (CS-B),,,,,,Comp Net (CS-C/D),,,,,,,,,,,,,C-Rawal 1
,Data St Lab (CS-C),,,,,,Data St Lab (CS-A),,,,,,,,,,,,,,,,,,,Rawal 3 (B-232)
,,,,Blockchain & Crypto (CY-M),,,Data St Lab (DS-C),,,,,,OS Lab (AI-J),,,,,,,,,,,,,C-Rawal 4
,,,,,,,Prog for AI Lab (AI-D),,,,,,ML Lab (AI-K),,,,,,,,,,,,,C-GPU Lab
,Data St Lab (AI-C),,,,,,Data St Lab (SE-B),,,,,,FSM,,,,,,,,,,,,,A-Karakoram 1
,IICT (AI-A),,,,,,"DB Lab (CS-C, 21)",,,,,,IICT (CS-D),,,,,,,,,,,,,A-Karakoram 2
,Data St Lab (SE-D),,,,,,,,,,,,FSM,,,,,,,,,,,,,A-Karakoram 3
,PF Lab (CY-A),,,,,,PF Lab (CY-B),,,,,,,,,,,,,,,,,,,A-Mehran 1
,Data St Lab (DS-D),,,,,,Deep Learning (B),,,,,,,,,,,,,,,,,,,A-Mehran 2
,Func Eng Lab (CS-D1),,,,,,Func Eng Lab (CS-A1),,,,,,Func Eng Lab (CS-C1),,,,,,,,,,,,,A-CALL-1
,Func Eng Lab (CS-D2),,,,,,Func Eng Lab (CS-A2),,,,,,Func Eng Lab (CS-C2),,,,,,,,,,,,,A-CALL-2
,,,,,,,,,,FSM,,,FSM,,,,,,,,,,,,,A-CALL-3
,DLD Lab (AI-D),,,,,,DLD Lab (AI-C),,,,,,DLD Lab (CY-A),,,,,,,,,,,,,B-Digital
